Subject Name,Characteristics,Lab Subject,Type of Subject,Duration,Requirements,Learning Background,Learning Style,Learning Ability,Teacher Experience,Teaching Pattern,Lab Facility
Engineering Mechanics,Analytical,Yes,Core,10,Lab,PhD,Sequential,Low,New,Executive,Not Available
Heat Transfer,Experimental,Yes,Core,50,Lab,PG,Sequential,Low,Intermediate,Conservative,Not Available
Thermodynamics,Design-oriented,No,Core,10,Lab,PhD,Reflective,High,Experienced,Conservative,Available
Fluid Mechanics,Experimental,Yes,Core,20,Lab,UG,Auditory,Medium,Intermediate,Delegator,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,30,Lab,UG,Concrete,Low,Intermediate,Formal Authority,Not Available
Control Systems,Design-oriented,No,Core,50,Theoretical,UG,Sequential,Medium,Intermediate,Socratic,Available
Manufacturing Processes,Design-oriented,Yes,Elective,40,Lab,UG,Sequential,Medium,Intermediate,Direct Teaching,Available
Engineering Mechanics,Design-oriented,Yes,Core,10,Theoretical,PhD,Concrete,Low,New,Judicial,Available
Mechanics of Materials,Analytical,No,Elective,40,Theoretical,UG,Visual,Medium,Experienced,Executive,Not Available
Thermodynamics,Analytical,Yes,Elective,40,Lab,PhD,Sequential,Low,New,Global,Not Available
Mechatronics,Experimental,No,Elective,40,Lab,UG,Active,High,Experienced,Expert,Available
Mechanics of Materials,Design-oriented,No,Elective,10,Lab,PG,Field-Dependent,High,Intermediate,Personal Model,Available
Manufacturing Processes,Analytical,Yes,Core,40,Theoretical,UG,Concrete,High,Intermediate,Judicial,Available
Thermodynamics,Design-oriented,No,Core,10,Theoretical,PhD,Concrete,Low,Experienced,Teacher-Centered,Available
Mechanics of Materials,Analytical,No,Core,40,Theoretical,PhD,Sequential,Medium,Experienced,Problem Solving,Available
Fluid Mechanics,Design-oriented,Yes,Core,20,Theoretical,UG,Reflective,High,Experienced,Personal Model,Available
Mechanics of Materials,Experimental,No,Core,30,Theoretical,PG,Visual,Low,Experienced,Direct Teaching,Available
Thermodynamics,Analytical,No,Elective,50,Lab,UG,Intuitive,Low,Experienced,Problem Solving,Available
Mechanics of Materials,Analytical,No,Elective,50,Theoretical,PG,Auditory,High,Intermediate,Judicial,Available
Mechanics of Materials,Experimental,No,Elective,30,Theoretical,UG,Abstract,High,Experienced,Peer Teaching,Available
Computer-Aided Design (CAD),Experimental,Yes,Core,10,Theoretical,PhD,Kinesthetic,High,Experienced,Facilitative,Not Available
Thermodynamics,Experimental,Yes,Elective,40,Lab,UG,Intuitive,High,New,Group Approach,Available
Machine Design,Experimental,Yes,Core,40,Lab,UG,Kinesthetic,High,Intermediate,Conservative,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,40,Theoretical,UG,Sequential,Medium,Intermediate,Direct Teaching,Available
Thermodynamics,Analytical,No,Elective,40,Lab,PG,Kinesthetic,Medium,New,Personal Model,Not Available
Engineering Mechanics,Experimental,Yes,Elective,10,Lab,PG,Visual,Low,Experienced,Facilitator,Not Available
Mechanics of Materials,Analytical,Yes,Core,40,Theoretical,PhD,Global,High,Experienced,Judicial,Available
Machine Design,Design-oriented,No,Core,20,Theoretical,PhD,Active,Medium,Intermediate,Local,Available
Computer-Aided Design (CAD),Analytical,Yes,Core,30,Lab,UG,Kinesthetic,Low,New,Delegator,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,50,Lab,UG,Kinesthetic,Medium,Experienced,Liberal,Not Available
Mechanics of Materials,Design-oriented,No,Elective,20,Theoretical,PG,Intuitive,High,Intermediate,Formal Authority,Not Available
Control Systems,Analytical,Yes,Core,40,Lab,UG,Visual,High,Experienced,Personal Model,Not Available
Machine Design,Experimental,Yes,Core,10,Theoretical,PG,Tactile,Medium,New,Problem Solving,Not Available
Machine Design,Design-oriented,No,Core,40,Theoretical,PG,Impulsive,Medium,Intermediate,Facilitator,Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,20,Lab,UG,Impulsive,Medium,Intermediate,Peer Teaching,Not Available
Control Systems,Experimental,Yes,Core,10,Theoretical,PhD,Intuitive,High,Intermediate,Peer Teaching,Available
Engineering Mechanics,Experimental,Yes,Elective,20,Theoretical,PG,Field-Dependent,High,New,Expert,Not Available
Control Systems,Experimental,No,Elective,10,Theoretical,PhD,Sequential,High,Experienced,Discipline-Centered,Not Available
Manufacturing Processes,Design-oriented,Yes,Elective,10,Lab,PG,Intuitive,High,New,Delegator,Not Available
Fluid Mechanics,Design-oriented,Yes,Core,20,Lab,PhD,Field-Dependent,Low,New,Problem Solving,Available
Thermodynamics,Experimental,Yes,Elective,50,Lab,PG,Field-Independent,Medium,Experienced,Liberal,Available
Engineering Mechanics,Design-oriented,No,Elective,10,Theoretical,UG,Field-Dependent,High,New,Discipline-Centered,Available
Machine Design,Analytical,No,Core,40,Lab,PG,Impulsive,Medium,Experienced,Liberal,Not Available
Mechatronics,Analytical,No,Core,10,Lab,PG,Field-Dependent,High,Experienced,Executive,Not Available
Manufacturing Processes,Experimental,Yes,Core,10,Lab,PG,Tactile,High,Experienced,Conservative,Not Available
Thermodynamics,Experimental,Yes,Elective,30,Theoretical,PhD,Sequential,High,New,Socratic,Not Available
Computer-Aided Design (CAD),Analytical,No,Core,10,Lab,PhD,Abstract,High,New,Direct Teaching,Available
Computer-Aided Design (CAD),Analytical,Yes,Core,50,Theoretical,UG,Intuitive,Low,New,Indirect Teaching,Not Available
Thermodynamics,Design-oriented,No,Core,40,Lab,PhD,Kinesthetic,Low,New,Legislative,Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,50,Lab,UG,Impulsive,High,Experienced,Group Approach,Available
Mechatronics,Experimental,Yes,Core,40,Theoretical,PG,Reflective,Medium,New,Socratic,Available
Thermodynamics,Experimental,No,Elective,30,Lab,UG,Tactile,Medium,Experienced,Student-Centered,Available
Computer-Aided Design (CAD),Design-oriented,No,Core,10,Lab,PhD,Visual,Low,New,Personal Model,Not Available
Mechanics of Materials,Design-oriented,No,Core,30,Lab,PhD,Visual,Low,New,Local,Available
Engineering Mechanics,Design-oriented,Yes,Elective,20,Theoretical,PG,Kinesthetic,Low,Experienced,Conservative,Available
Mechatronics,Experimental,No,Elective,30,Theoretical,PG,Auditory,Medium,Experienced,Discipline-Centered,Not Available
Machine Design,Analytical,Yes,Elective,20,Theoretical,PhD,Concrete,Medium,Intermediate,Formal Authority,Not Available
Machine Design,Design-oriented,No,Core,20,Lab,UG,Field-Dependent,High,New,Formal Authority,Available
Thermodynamics,Experimental,Yes,Elective,50,Theoretical,UG,Abstract,High,Intermediate,Student-Centered,Not Available
Machine Design,Analytical,Yes,Core,20,Theoretical,UG,Visual,Medium,New,Expert,Available
Mechanics of Materials,Design-oriented,No,Elective,10,Lab,PG,Reflective,High,Intermediate,Didactic,Available
Heat Transfer,Experimental,No,Elective,30,Lab,UG,Kinesthetic,Low,New,Student-Centered,Not Available
Engineering Mechanics,Analytical,No,Core,10,Lab,PhD,Field-Independent,Low,Experienced,Expert,Not Available
Thermodynamics,Analytical,No,Core,30,Theoretical,UG,Tactile,High,New,Direct Teaching,Not Available
Machine Design,Experimental,Yes,Elective,10,Theoretical,PG,Global,Low,Intermediate,Conservative,Available
Mechatronics,Experimental,Yes,Elective,40,Lab,PhD,Global,High,Experienced,Delegator,Not Available
Control Systems,Analytical,Yes,Core,30,Theoretical,UG,Field-Independent,Low,Experienced,Facilitative,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,20,Theoretical,PG,Kinesthetic,High,Experienced,Legislative,Available
Mechanics of Materials,Design-oriented,No,Elective,20,Lab,UG,Auditory,High,Intermediate,Didactic,Available
Machine Design,Experimental,No,Core,10,Lab,PG,Impulsive,Low,Intermediate,Problem Solving,Not Available
Manufacturing Processes,Analytical,Yes,Core,40,Theoretical,PhD,Reflective,Medium,Experienced,Liberal,Not Available
Engineering Mechanics,Design-oriented,Yes,Core,40,Theoretical,UG,Global,Low,Intermediate,Facilitator,Not Available
Heat Transfer,Experimental,Yes,Elective,50,Lab,UG,Tactile,Low,Intermediate,Student-Centered,Not Available
Machine Design,Design-oriented,Yes,Core,40,Theoretical,UG,Field-Independent,High,New,Judicial,Available
Mechanics of Materials,Design-oriented,Yes,Core,30,Lab,UG,Global,Medium,New,Delegator,Not Available
Engineering Mechanics,Design-oriented,No,Elective,10,Theoretical,PG,Global,Low,New,Local,Available
Manufacturing Processes,Design-oriented,No,Core,10,Theoretical,PG,Auditory,Medium,New,Liberal,Not Available
Mechanics of Materials,Analytical,No,Core,30,Theoretical,PhD,Intuitive,Low,Experienced,Conservative,Available
Machine Design,Experimental,Yes,Core,30,Theoretical,PhD,Sequential,Low,New,Student-Centered,Available
Fluid Mechanics,Analytical,Yes,Elective,20,Theoretical,PG,Sequential,High,New,Conservative,Not Available
Machine Design,Analytical,Yes,Elective,10,Theoretical,PhD,Concrete,High,New,Expert,Available
Mechatronics,Experimental,Yes,Elective,50,Theoretical,PhD,Reflective,High,Experienced,Personal Model,Available
Heat Transfer,Experimental,Yes,Core,50,Theoretical,UG,Concrete,Low,Intermediate,Legislative,Available
Control Systems,Design-oriented,No,Elective,20,Lab,PhD,Auditory,Medium,Experienced,Didactic,Not Available
Fluid Mechanics,Design-oriented,No,Elective,20,Lab,PG,Visual,Medium,New,Group Approach,Not Available
Engineering Mechanics,Design-oriented,Yes,Elective,30,Theoretical,PG,Field-Dependent,Low,New,Liberal,Not Available
Mechanics of Materials,Experimental,Yes,Core,30,Lab,UG,Active,Medium,New,Teacher-Centered,Not Available
Manufacturing Processes,Analytical,Yes,Core,10,Lab,UG,Intuitive,Low,Experienced,Facilitative,Not Available
Thermodynamics,Experimental,No,Core,50,Lab,PG,Global,Low,Experienced,Discipline-Centered,Not Available
Mechanics of Materials,Analytical,No,Core,50,Theoretical,PhD,Field-Independent,High,Experienced,Indirect Teaching,Not Available
Machine Design,Design-oriented,Yes,Elective,40,Theoretical,UG,Field-Independent,Low,New,Didactic,Not Available
Computer-Aided Design (CAD),Experimental,No,Elective,20,Theoretical,PG,Impulsive,Medium,Experienced,Facilitative,Not Available
Control Systems,Analytical,Yes,Elective,40,Lab,UG,Visual,Medium,New,Liberal,Not Available
Machine Design,Design-oriented,No,Elective,30,Theoretical,PhD,Global,Medium,New,Executive,Not Available
Computer-Aided Design (CAD),Design-oriented,No,Core,30,Lab,PhD,Auditory,High,New,Student-Centered,Available
Heat Transfer,Design-oriented,Yes,Elective,20,Lab,PG,Global,High,Experienced,Group Approach,Not Available
Computer-Aided Design (CAD),Design-oriented,Yes,Elective,50,Theoretical,UG,Field-Dependent,Low,Intermediate,Direct Teaching,Not Available
Manufacturing Processes,Analytical,No,Core,20,Theoretical,PhD,Intuitive,Low,Intermediate,Delegator,Available
Fluid Mechanics,Experimental,Yes,Core,30,Theoretical,PhD,Abstract,High,New,Teacher-Centered,Not Available
Mechanics of Materials,Analytical,No,Elective,30,Lab,PhD,Field-Dependent,Low,Intermediate,Facilitator,Available
Machine Design,Design-oriented,No,Core,40,Lab,PG,Reflective,High,Experienced,Socratic,Available
Fluid Mechanics,Analytical,Yes,Elective,40,Lab,PhD,Intuitive,Medium,Intermediate,Group Approach,Available
Machine Design,Design-oriented,No,Elective,50,Lab,PG,Intuitive,Low,Intermediate,Student-Centered,Not Available
Fluid Mechanics,Experimental,Yes,Core,10,Theoretical,PG,Intuitive,Medium,Experienced,Global,Not Available
Thermodynamics,Experimental,No,Elective,20,Lab,UG,Global,Medium,Experienced,Indirect Teaching,Not Available
Manufacturing Processes,Design-oriented,Yes,Core,30,Lab,UG,Field-Dependent,High,New,Expert,Not Available
Engineering Mechanics,Experimental,Yes,Elective,40,Lab,PG,Global,Low,New,Discipline-Centered,Available
Manufacturing Processes,Design-oriented,Yes,Elective,50,Theoretical,PG,Sequential,Medium,Experienced,Direct Teaching,Available
Mechanics of Materials,Design-oriented,Yes,Elective,20,Lab,PhD,Intuitive,Medium,Intermediate,Group Approach,Not Available
Manufacturing Processes,Design-oriented,Yes,Core,10,Theoretical,PG,Tactile,High,New,Personal Model,Available
Mechatronics,Experimental,Yes,Elective,40,Lab,UG,Field-Independent,Medium,Experienced,Judicial,Not Available
Mechatronics,Experimental,No,Elective,30,Lab,PhD,Concrete,Medium,New,Delegator,Available
Engineering Mechanics,Design-oriented,No,Elective,10,Theoretical,PG,Visual,Medium,Intermediate,Judicial,Available
Mechatronics,Analytical,No,Elective,10,Theoretical,PG,Tactile,Medium,New,Peer Teaching,Not Available
Heat Transfer,Experimental,Yes,Core,20,Lab,UG,Tactile,Medium,Intermediate,Socratic,Not Available
Engineering Mechanics,Experimental,Yes,Core,10,Theoretical,UG,Global,Medium,New,Conservative,Not Available
Mechatronics,Analytical,Yes,Elective,20,Theoretical,UG,Impulsive,High,Intermediate,Conservative,Available
Machine Design,Experimental,No,Elective,40,Lab,PhD,Field-Independent,High,Experienced,Didactic,Available
Mechanics of Materials,Experimental,Yes,Elective,20,Theoretical,PhD,Sequential,High,Experienced,Delegator,Available
Fluid Mechanics,Experimental,No,Elective,10,Lab,PhD,Sequential,Low,New,Peer Teaching,Not Available
Heat Transfer,Analytical,Yes,Elective,10,Lab,PhD,Auditory,High,New,Teacher-Centered,Available
Thermodynamics,Experimental,No,Elective,10,Lab,PG,Tactile,Low,Experienced,Facilitator,Available
Thermodynamics,Design-oriented,No,Elective,30,Lab,PhD,Active,Medium,Intermediate,Formal Authority,Not Available
Mechatronics,Analytical,No,Core,40,Theoretical,PG,Field-Independent,Medium,Experienced,Liberal,Available
Mechatronics,Design-oriented,Yes,Elective,40,Theoretical,PhD,Sequential,Medium,New,Facilitator,Not Available
Heat Transfer,Design-oriented,Yes,Elective,50,Lab,UG,Reflective,Medium,Experienced,Facilitator,Not Available
Computer-Aided Design (CAD),Analytical,No,Elective,40,Theoretical,PhD,Active,Medium,New,Delegator,Not Available
Machine Design,Analytical,No,Core,40,Lab,PG,Concrete,Low,Experienced,Conservative,Not Available
Manufacturing Processes,Analytical,Yes,Core,20,Theoretical,PhD,Active,Low,New,Group Approach,Not Available
Thermodynamics,Experimental,Yes,Elective,10,Theoretical,UG,Global,High,New,Expert,Not Available
Heat Transfer,Design-oriented,Yes,Elective,40,Theoretical,PhD,Kinesthetic,High,Intermediate,Expert,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,40,Theoretical,PG,Kinesthetic,Medium,New,Personal Model,Not Available
Computer-Aided Design (CAD),Analytical,Yes,Core,10,Theoretical,PG,Field-Dependent,High,Intermediate,Expert,Not Available
Machine Design,Experimental,Yes,Core,10,Lab,UG,Intuitive,Low,New,Discipline-Centered,Not Available
Fluid Mechanics,Design-oriented,Yes,Elective,20,Theoretical,PG,Kinesthetic,Medium,New,Expert,Available
Control Systems,Design-oriented,Yes,Core,30,Theoretical,PG,Reflective,Low,New,Formal Authority,Not Available
Mechanics of Materials,Experimental,No,Elective,50,Theoretical,PG,Auditory,Low,New,Student-Centered,Available
Mechatronics,Design-oriented,Yes,Elective,50,Lab,UG,Abstract,Low,New,Problem Solving,Not Available
Computer-Aided Design (CAD),Experimental,Yes,Core,30,Lab,UG,Kinesthetic,Low,New,Peer Teaching,Available
Mechatronics,Experimental,Yes,Core,50,Lab,UG,Abstract,Low,Intermediate,Direct Teaching,Not Available
Engineering Mechanics,Experimental,Yes,Core,10,Lab,PG,Kinesthetic,Medium,Intermediate,Indirect Teaching,Available
Mechanics of Materials,Experimental,No,Elective,20,Lab,PG,Auditory,High,Experienced,Executive,Available
Computer-Aided Design (CAD),Experimental,Yes,Core,40,Theoretical,PhD,Active,Medium,Experienced,Global,Not Available
Thermodynamics,Analytical,Yes,Elective,50,Theoretical,UG,Field-Dependent,High,New,Teacher-Centered,Available
Engineering Mechanics,Experimental,Yes,Core,30,Theoretical,PhD,Reflective,Medium,Experienced,Didactic,Available
Machine Design,Analytical,Yes,Core,10,Lab,UG,Concrete,High,Experienced,Judicial,Available
Machine Design,Design-oriented,No,Core,40,Lab,PhD,Reflective,Medium,New,Facilitative,Available
Engineering Mechanics,Experimental,No,Core,30,Theoretical,PG,Intuitive,Low,Intermediate,Formal Authority,Available
Fluid Mechanics,Analytical,Yes,Core,10,Lab,PhD,Concrete,High,Intermediate,Direct Teaching,Not Available
Mechanics of Materials,Experimental,Yes,Elective,20,Theoretical,UG,Concrete,Medium,Intermediate,Global,Not Available
Machine Design,Analytical,Yes,Core,30,Theoretical,UG,Active,Low,Intermediate,Discipline-Centered,Available
Thermodynamics,Experimental,No,Elective,10,Lab,PG,Tactile,Low,New,Socratic,Available
Heat Transfer,Design-oriented,Yes,Elective,20,Lab,PG,Active,High,Experienced,Indirect Teaching,Available
Mechatronics,Analytical,Yes,Elective,10,Lab,PhD,Visual,Medium,New,Delegator,Not Available
Manufacturing Processes,Analytical,No,Core,10,Lab,UG,Global,Low,New,Formal Authority,Available
Machine Design,Design-oriented,No,Elective,10,Lab,PG,Global,Medium,Intermediate,Local,Available
Control Systems,Experimental,No,Core,10,Theoretical,PhD,Reflective,High,New,Problem Solving,Available
Computer-Aided Design (CAD),Analytical,Yes,Elective,10,Theoretical,PhD,Tactile,Low,New,Student-Centered,Not Available
Manufacturing Processes,Analytical,No,Elective,30,Lab,UG,Kinesthetic,High,Experienced,Delegator,Not Available
Fluid Mechanics,Design-oriented,No,Core,30,Theoretical,PhD,Active,Low,Experienced,Teacher-Centered,Available
Fluid Mechanics,Analytical,No,Elective,40,Theoretical,UG,Abstract,Medium,Experienced,Group Approach,Available
Mechatronics,Experimental,Yes,Core,30,Lab,PhD,Field-Independent,Medium,Intermediate,Personal Model,Available
Engineering Mechanics,Experimental,No,Elective,20,Theoretical,PhD,Intuitive,High,Intermediate,Problem Solving,Not Available
Mechanics of Materials,Analytical,Yes,Core,50,Lab,PhD,Field-Independent,Low,New,Judicial,Not Available
Control Systems,Analytical,No,Elective,50,Theoretical,UG,Impulsive,High,Intermediate,Teacher-Centered,Available
